article,sentence,keyword,cause,effect
130,136,促进,缓解了银行的流动性约束、资本约束和利率约束,支持实体经济
130,165,所以,包括更复杂的外部环境,债务违约
130,171,使得,与司法部门的有效衔接,整个处置的过程变得更加的清晰、透明、公正、可预期
130,173,使得,整个市场在应对违约方面会做的更好,这个市场更加的健康
130,178,作用,推进金融供给侧结构性改革,，运用好定向中期借贷便利、再贷款、再贴现等各类结构性工具
131,0,触发,英国首相特雷莎·梅,英国脱离欧盟之路就没有平顺
131,26,使得,美苏两极格局的形成,英国的国际地位岌岌可危
131,43,由于,欧洲大陆各国在英国入欧这一问题上观点并不统一,英国最终加入了欧共体的大家庭
131,45,促进,英国在加入欧共体,欧洲经济的加速前进
131,45,促进,提升了欧洲共同市场在全球的影响力,欧洲经济的加速前进
131,46,使得,强烈的国家主权意识,英国与欧洲大陆其他国家之间的摩擦
131,56,使得,欧债危机后英国与欧盟的经济发展状况出现了逆转,“脱欧派”与“留欧派”展开了激烈的辩论
131,64,带来,英国对欧盟的付出却是巨大的,经济问题、移民问题
131,64,带来,欧债危机发酵,经济问题、移民问题
131,73,导致,各种族裔、文化矛盾,英国民众陷入了国民身份认同感的丧失危机
132,34,推动,风险偏好提升,短期调整
132,34,推动,风险偏好提升,行情就此终结
132,38,因此,部分板块的估值仍难言便宜，从基本面角度缺乏绝对的安全边际,情绪面的扰动
132,39,导致,大盘从上周的3058点附近回踩,短期调整
132,56,使,供给侧改革的实质推进,市场预期边际改善
132,65,带来,大消费类的补涨龙头：今年,利率提升
132,65,带来,全球需求疲弱,利率提升
132,65,带来,消费升级,利率提升
132,92,导致,上涨过程中获利回吐,新一轮下跌
132,104,因此,经济数据是否明显好转,会变紧
132,104,因此,通胀数据是否明显上升,会变紧
132,104,因此,海外政策环境是否从紧,会变紧
132,133,使得,投资者有获利回吐动力,市场对经济增长的担心有所强化
132,136,因此,新增的、系统性偏负面的因素,博弈性行情的一个波折
132,142,造成,欧洲金融机构的问题依然存在,系统性冲击的风险
132,142,造成,欧洲金融机构的问题依然存在,区域性的矛盾激化现象时有发生
132,162,促进,国企改革相关政策密集出台,经济向好
132,172,所以,央行大水漫灌解决,央行之间的博弈
132,172,所以,后续高昂的经济成本却往往需要放水经济体一力承担,央行之间的博弈
132,183,所以,中小投资者入市并不积极,机构投资者总体仓位大概率是提升
132,186,所以,公募基金增加仓位的意愿不强,配置的集中和均衡更能反映公募基金的风险偏好
132,186,所以,公募基金增加仓位的意愿不强,分化客观存在
132,186,所以,中性仓位精选结构是主要策略,配置的集中和均衡更能反映公募基金的风险偏好
132,186,所以,中性仓位精选结构是主要策略,分化客观存在
132,194,带来,商贸零售和房地产类公司财务报表挖掘空间大,公司价值的重估
132,194,带来,产业资本举牌介入有望,公司价值的重估
132,202,使得,深港通开通,股指短期并不具备继续冲击3100点上方的
132,202,使得,深港通开通,回落整固
132,202,使得,货币政策上的放松,股指短期并不具备继续冲击3100点上方的
132,202,使得,货币政策上的放松,回落整固
132,208,使得,双重技术压力共振形成的压制,A股市场需要适当的整固以重新积蓄做多动能
133,3,因此,产品是因需求而存在,真正满足客户需求的产品才能具有生命力
133,3,因此,是商业银行的价值源泉,真正满足客户需求的产品才能具有生命力
133,6,从而,新产品生命周期,合理预测其市场潜力
133,17,使得,网上银行,商业银行与客户之间的联系变得“虚拟化”
133,22,从而,互联网，商业银行可以逐步建立以互联网为技术基础的呼叫中心,采取客户视频沟通等方式，通过即时通讯等软件实现客户实时性的面对面的“现实”差异化服务需求
133,40,使得,移动互联网和国家三网合一的建设与发展,网上银行用户所承担的费用逐渐被中国广大中小城市及农村地区的家庭所承受
133,40,使得,手持移动终端价格和上网费用的大幅下降,网上银行用户所承担的费用逐渐被中国广大中小城市及农村地区的家庭所承受
133,45,从而,天，网上银行单向服务的特点凸显了人与网上银行之间缺少沟通的,客户的细分需求和一些即时触发的需求难以得到真正满足
133,49,使,通过即时在线服务保障客户的有效诉求,客户愿意坦诚交流体验感受
133,49,使,通过即时在线服务保障客户的有效诉求,商业银行可以提炼客户差异化需求
133,51,使,互动反馈,商业银行能够找到客户最真实的对于网上银行的体验心理与行为结果
133,58,使,互联网的出现,商业银行改变了渠道应用方面的传统取舍，网上银行渠道边界无限向外延伸
133,58,使,互联网的出现,互联网渠道上并行拓展
133,60,从而,其他渠道与网上渠道并行化发,带动提升其他分销渠道效率的策略
133,60,从而,提高渠道延伸性与可获得性,带动提升其他分销渠道效率的策略
133,64,从而,客户尽可能多地使用网上银行渠道,实现降低整体交易成本的多渠道协调
133,73,使得,现代信息科技高速发展,互联网技术的帮助下，利用自身积累的客户信息优势，初步形成了对商业银行的潜在竞争优势
133,73,使得,互联网技术日新月异,互联网技术的帮助下，利用自身积累的客户信息优势，初步形成了对商业银行的潜在竞争优势
133,73,使得,信息基础设施的日益完备,互联网技术的帮助下，利用自身积累的客户信息优势，初步形成了对商业银行的潜在竞争优势
133,76,使,互联网的发展,供需双方直接匹配融资对商业银行作为资金中介的错配模式将形成强烈冲击
133,76,使,信息交换的即时性和充分性,供需双方直接匹配融资对商业银行作为资金中介的错配模式将形成强烈冲击
133,78,使,移动支付业务以,商业银行账户专属边界日趋模糊
133,78,使,“超级网银”业务的发展,商业银行账户专属边界日趋模糊
134,9,推动,中小企业对票据融资业务的认识程度和应用意识明显提升,票据市场步入快速发展阶段
134,9,推动,中小企业在生产经营中大量采用签发商业汇票并向银行寻求承兑和贴现以及背书转让的方式进行支付结算和贸易融资,票据市场步入快速发展阶段
134,19,从而,对中小企业授信提出更严格的抵押、担保等权益要求,中小企业票据融资成本进一步上升
134,19,从而,后者需要缴付更高的承兑手续费和更大比例的保证金,中小企业票据融资成本进一步上升
134,27,由于,流动性、资产结构等方面问题,已贴现的票据转贴现到异地或是再贴现
134,34,使得,融资性票据尚未被法律认可,票据市场缺乏足额的交易工具
134,37,从而,众多中小企业被排除在票据发行市场,不利于票据市场的扩大发展
134,38,使得,中小企业票据融的市场化资源配置机制不尽完善在现有票据业务制度的市场环境下，票据融资具有信贷业务和资金业务的双重属性,票据贴现被银行充当信贷规模的调节器
134,38,使得,中小企业票据融的市场化资源配置机制不尽完善在现有票据业务制度的市场环境下，票据融资具有信贷业务和资金业务的双重属性,中小企业票据融资业务的开展
134,39,引发,票据利率体系不尽合理容,票据市场利率过度波动
134,39,引发,票据利率体系不尽合理容,中小企业票据融资成本相对更高和抗风险能力更弱
134,39,引发,票据利率体系不尽合理容,难以承受利率大幅波动的负面影响
134,44,引发,商业银行票据业务风险防控的内部管理仍较薄弱目前，票据市场竞争日趋激烈,银行票据融资的不规范操作
135,27,作用,中间价作为基准汇率对于引导市场预期、稳定市场汇率,中间价与市场汇率偏离的幅度比较大
135,27,作用,中间价作为基准汇率对于引导市场预期、稳定市场汇率,影响了中间价的市场基准地位和权威性
135,29,以免,误差不可能长期持续,失衡过度累积
135,29,以免,续通过增强中间价的市场化程度和基准性加以调整,失衡过度累积
135,33,从而,流动性的宽松促进了货币信贷的偏快增长,影响了外汇市场的供求关系
135,33,从而,流动性的宽松促进了货币信贷的偏快增长,给人民币汇率带来了一定的贬值压力
135,37,导致,美联储将在今年年内加息,美元总体走强
135,37,导致,美联储将在今年年内加息,欧元和日元趋弱
135,37,导致,美联储将在今年年内加息,新兴经济体和大宗商品生产国的货币出现贬值
135,38,所以,人民币名义有效汇率和实际有效汇率分别升值,从保持人民币有效汇率相对平稳的角度看，人民币兑美元汇率也有一定的贬值要求
135,40,使,中间价基础报价完善,人民币按照更加市场化的规律运行
135,40,使,人民币经过两天的调整，逐渐向市场化水平回归,人民币按照更加市场化的规律运行
135,45,决定,作为经常项目主体的货物贸易顺差高达3052亿美元,外汇市场供求的最主要的基本面因素
135,45,决定,作为经常项目主体的货物贸易顺差高达3052亿美元,支撑人民币汇率走强的重要基础
135,52,从而,人民币中间价向市场回归,中央银行有能力保持人民币在合理均衡水平上的基本稳定
135,52,从而,人民币汇率出现了贬值方向的调整,中央银行有能力保持人民币在合理均衡水平上的基本稳定
135,66,引起,人民币继续贬值,货币战
135,66,引起,货币战,货币战
135,66,引起,央行这次调整,货币战
135,79,使得,一个有弹性的汇率形成机制肯定会对经济的长期发展更有利,整个经济发展、国际收支处于均衡的状态
135,79,使得,一个有弹性的汇率是经济发展的稳定器，也是国际收支的稳定器，它会逐步调整一些不平衡,整个经济发展、国际收支处于均衡的状态
135,92,使,中间价过度贬值,央行进行了干预
135,92,使,央行的干预,央行进行了干预
135,111,使得,报价商就会参考昨天的收盘价,汇率形成更加市场化
135,125,引发,货币贬值,资本外流
135,137,以至,实际有效汇率和名义有效汇率都是一揽子汇率,中国实际有效汇率和名义有效汇率都是大幅升值
135,166,使,资产负债美元和人民币币种的匹配,未来风险更小
135,198,因为-所以,资本项目,中国的经常项目、进出口收付汇要逐笔核销
135,218,推动,加快外汇市场的发展,外汇市场的对外开放
135,218,推动,丰富外汇的产品,外汇市场的对外开放
135,223,作用,市场在配制资源中起决定,延长交易时间问题、形成境内外一致的人民币汇率问题
135,243,使得,完善和汇率报价机制的完善,增加央行货币政策的独立性、自主性和调控的空间
135,243,使得,完善和汇率报价机制的完善,央行在利率
135,243,使得,完善和汇率报价机制的完善,流动性
135,243,使得,完善和汇率报价机制的完善,货币供应量等方面的调控空间增加
135,246,促进,请教一下，最近对于人民币汇率的调整,央行在此次调整
135,253,因为,进口大商品的量还在增加,进口金额是下降
135,253,因为,大商品价格的大幅度下降,进口金额是下降
135,253,因为,进口量虽然在增长,进口金额是下降
136,0,导致,金融机构与金融消费者之间信息不对称、地位不对,金融消费者对金融机构的信任度一直在下降
136,0,导致,而金融消费者权益意识却在不断提高,金融消费者对金融机构的信任度一直在下降
136,0,导致,两者之间的差异化现,金融消费者对金融机构的信任度一直在下降
136,5,促进,大力提升金融消费者信心和安全感,社会公平正义
136,8,推动,“一行三会+四家消保机构”模式,金融消费者保护工作
136,8,推动,“一行三会+四家消保机构”模式,并在中央与地方两个层面上建立了金融消费者投诉受理机制
136,9,使得,没有全国统一金融消费者权益保护机构,金融服务业态发生了巨大变化
136,9,使得,没有全国统一金融消费者权益保护机构,消费者与互联网金融机构之间纠纷日益增多
136,9,使得,没有全国统一金融消费者权益保护机构,信访、仲裁乃至诉讼不一而足
136,9,使得,没有全国统一金融消费者权益保护机构,现有“分业监管机构”消费者保护体系已不能完全保护金融消费者
136,9,使得,金融消费者投诉受理机制也无法形成统一金融消费者保护标准,金融服务业态发生了巨大变化
136,9,使得,金融消费者投诉受理机制也无法形成统一金融消费者保护标准,消费者与互联网金融机构之间纠纷日益增多
136,9,使得,金融消费者投诉受理机制也无法形成统一金融消费者保护标准,信访、仲裁乃至诉讼不一而足
136,9,使得,金融消费者投诉受理机制也无法形成统一金融消费者保护标准,现有“分业监管机构”消费者保护体系已不能完全保护金融消费者
136,9,使得,P2P融资、众筹、网络贷款和信用担保,金融服务业态发生了巨大变化
136,9,使得,P2P融资、众筹、网络贷款和信用担保,消费者与互联网金融机构之间纠纷日益增多
136,9,使得,P2P融资、众筹、网络贷款和信用担保,信访、仲裁乃至诉讼不一而足
136,9,使得,P2P融资、众筹、网络贷款和信用担保,现有“分业监管机构”消费者保护体系已不能完全保护金融消费者
136,13,由于,分业监管机构”并不具有协调与统合功能,消费者权益最后依然无法得到切实保护
136,14,引起,多头执法、越界监管,金融消费者担忧和不安
136,15,使得,多头消保纠纷解决渠道,金融消费者保护无法真正进入法制轨道
136,16,由于,缺乏全国统一金融消费者保护操作规范，各地处理投诉流程、投诉标准和投诉时限无法一致，缺乏统一的评判标准和价值取向,地方保护主义
136,17,由于,缺乏统一的处理标准和执法手段,金融消费者投诉纳入地方信访部门处理
136,17,由于,到各地被诉金融机构自行处置,金融消费者投诉纳入地方信访部门处理
136,18,作用,靠其有限的金融知识和羸弱的处罚手段,金融消费者权益只能是再一次被忽略
136,19,引发,多头消保执法容,金融消费者风险隐患
136,20,引发,在相同的金融行业内适用宽严不一的监管尺度,监管套利
136,20,引发,在相同的金融行业内适用宽严不一的监管尺度,金融腐败埋下风险隐患
136,21,引发,多头消保机制容,金融消费者对金融消费环境的不信任感
136,22,决定,信任因素,富国和穷国的差别
136,27,导致,金融机构与金融消费者之间信息不对称、地位不对,金融消费者对金融机构的信任度一直在下降
136,27,导致,而金融消费者权益意识却在不断提高,金融消费者对金融机构的信任度一直在下降
136,38,使得,金融分业管理模式过分强调对行业以及企业的纵向垂直监管,金融市场中所有金融活动、法律关系被人为地割裂开来
136,38,使得,金融分业管理模式过分强调对行业以及企业的纵向垂直监管,互不关联、各自为政的行业监管模式已不能适应国际消费者权益保护的趋势
136,55,促进,构建全国统一金融消保机构,金融消费者保护法的制定和出台
136,55,促进,构建全国统一金融消保机构,构建全国统一的金融消费者法律体系
136,70,作用,决“一行二会”、金融行业协会、消费者协会在消费者保护问题上的协调问题,形成金融消费者权益保护的合力
136,70,作用,决“一行二会”、金融行业协会、消费者协会在消费者保护问题上的协调问题,保护金融消费者权益
137,0,引起,我国经济已由高速增长阶段转向高质量发展阶段,政策变化
137,0,引起,“适度扩大总需求”,政策变化
137,18,使得,M2增速的一路下滑,非标、同业、资管、委外等都迅速收缩
137,18,使得,金融监管的加强,非标、同业、资管、委外等都迅速收缩
137,25,带来,金融环境快速收紧,下行风险
137,27,使得,石油输出国联合减产,石油价格从年初的55美元上涨至近期64美元
137,27,使得,石油输出国联合减产,石油供给或持续收紧
137,27,使得,石油输出国联合减产,未来通胀预期有所抬升
137,47,使得,房地产投资走势与地根、银根大致同步,房地产投资走势更加扑朔迷离
137,47,使得,地根与银根的“一扬一抑,房地产投资走势更加扑朔迷离
137,49,使得,房地产调控政策收紧与金融监管逐步趋严,房地产投资受到银根抑制
137,49,使得,房地产商融资所面临的渠道收紧与融资价格抬升,房地产投资受到银根抑制
137,51,由于,地根增速向好,回落速度可能比较缓慢
137,56,带来,金融监管,利率抬升
137,56,带来,金融监管,地方债、城投债等在2018年或将面临更加严峻的形势
137,57,因此,基建投资一般是弥补总需求不足的工具,基建投资增速大概率低于2017年
137,57,因此,扩大总需求,基建投资增速大概率低于2017年
137,57,因此,政府对于GDP增速或有更高容,基建投资增速大概率低于2017年
137,58,由于-因此,金融监管带来信用收紧、货币条件收紧带来的经济下行压力增大,基建投资或仍将维持较高增速
137,66,因此,汽车购置优惠政策也在逐步退出,汽车销售和住房销售增长将比今年有所回落
137,73,由于,人民币汇率自2017年以来不断升值,对外贸出口的抑制作用
137,79,导致,OPEC延长减产协议的,OPEC成员放
137,79,导致,程度上对供给形,OPEC成员放
137,79,导致,，但不排除油价上,OPEC成员放
137,84,由于,基数效应,PPI同比在二季度将达到全年高点4%
137,87,由于,供给转向紧平衡状态,油价和消费升级等因素继续上涨
137,93,使得,统一同类资管产品的监管标准,社融同比增速下滑
137,93,使得,提高非银金融机构开展通道业务的门槛,社融同比增速下滑
137,97,由于-因此,人民币汇率在2017年已经扭转了单边贬值预期的局面，其走势与美元指数相关性更强,汇率对利率带来的压力
138,8,从而,美国退出量化宽松的货币政策,新兴市场国家的金融市场的脆弱性增加
138,8,从而,美元进一步升值,新兴市场国家的金融市场的脆弱性增加
138,8,从而,全球避险情绪突然增强,新兴市场国家的金融市场的脆弱性增加
138,8,从而,新兴市场经济体出现货币进一步贬值,新兴市场国家的金融市场的脆弱性增加
138,11,促进,英国的“脱欧,出口贸易的发展
138,11,促进,欧洲各大经济体逐渐宽松的货币政策刺激了私人消费的增强,出口贸易的发展
138,11,促进,欧元贬值,出口贸易的发展
138,12,从而,亚洲地区的主要国家的公共部门的公共债务占GDP的比例进一步,加剧了商业银行的信贷风险
138,12,从而,升，存在较大的债务违约,加剧了商业银行的信贷风险
138,12,从而,面，亚洲地区的主要国家金融部门的整体杠杆化程度不断,加剧了商业银行的信贷风险
138,12,从而,导致资产价格,加剧了商业银行的信贷风险
138,16,造成,企业去杠杆,银行资产收益率下降
138,16,造成,企业去杠杆,银行体系金融风险突出
138,16,造成,房地产市场下行压力,银行资产收益率下降
138,16,造成,房地产市场下行压力,银行体系金融风险突出
138,16,造成,地方债置换,银行资产收益率下降
138,16,造成,地方债置换,银行体系金融风险突出
138,28,导致,英国“脱欧”,英镑、欧元贬值
138,28,导致,英国“脱欧”,欧洲股市大跌
138,28,导致,英国“脱欧”,英镑兑美元汇率当日最大跌幅超过10%
138,28,导致,英国“脱欧”,英法德的股市都受到重挫
138,32,由于,我国资本账户存在较强的管制,人民币兑美元汇率波动较其他经济体变动幅度要小
138,35,因而,人民币兑美元汇率在持续贬值,英国“脱欧”通过汇率渠道对中国对外贸易和对外投资总量的影响较小
138,35,因而,汇率仍是相对稳定,英国“脱欧”通过汇率渠道对中国对外贸易和对外投资总量的影响较小
138,37,使得,英国的“脱欧”,欧盟内部不稳定性增加
138,37,使得,英国的“脱欧”,削弱欧盟在全球的影响力
138,38,从而,英国“脱欧,欧元存在一定的下行压力
138,38,从而,欧盟的自由贸易进程放缓,欧元存在一定的下行压力
138,41,引发,美元加息,全球市场剧烈反应
138,41,引发,美元加息,黄金价格下跌
138,41,引发,美元加息,石油价格走低
138,41,引发,美元加息,墨西哥、沙特、科威特等国家均上调利率
138,45,从而,特朗普减税方案的通过,新一轮全球减税潮
138,48,从而,银行受到冲击后产生大量不良贷款或者发生存款挤兑,银行部门对企业部门的违约担保增加
138,48,从而,银行受到冲击后产生大量不良贷款或者发生存款挤兑,银行业的风险随之加剧
138,50,由于-从而,主权部门的债务危机风险加剧,国家的经济可能进入一个恶性循环
138,50,由于-从而,国内外主体对金融体系的信心下降,国家的经济可能进入一个恶性循环
138,50,由于-从而,央行通过利用外汇储备对外汇市场进行干预,国家的经济可能进入一个恶性循环
138,50,由于-从而,更大规模的资本外流以及更大的货币贬值压力,国家的经济可能进入一个恶性循环
138,50,由于-从而,资本外流和贷币贬值,国家的经济可能进入一个恶性循环
138,52,作用,提出了健全货币政策和宏观审慎政策双支柱调控框架,防范系统性金融风险的发生
138,52,作用,提出了健全货币政策和宏观审慎政策双支柱调控框架,金融监管和风险管理的底线
138,56,推动,推进产业金融工程,一个一个主导产业发展
138,56,推动,利用金融工作,一个一个主导产业发展
139,21,从而,在个人投资、企业融资和金融机构票据服务之间建立融通渠道,提高全社会票据资源整体配置效能
139,21,从而,在个人投资、企业融资和金融机构票据服务之间建立融通渠道,实现票据业务金融服务功能的有效提升
139,30,由于,票据本身具有发达的流通市场,票据资产管理业务的创新性成为重要特
139,30,由于,商业银行对票据资产管理业务的创新意识较为强烈,票据资产管理业务的创新性成为重要特
139,43,使得,我国金融脱媒化和利率市场化进程不断加快,商业银行传统票据业务经营直接面对优质企业客户资源流失、票据转贴现利差收益收窄和票据同质化产品竞争更趋激烈
139,43,使得,银行业资本监管标准更趋严格,商业银行传统票据业务经营直接面对优质企业客户资源流失、票据转贴现利差收益收窄和票据同质化产品竞争更趋激烈
139,46,从而,延伸至投资和资产管理领域,获得更广阔的收入来源
139,47,从而,票据资产管理业务的创新发展有利于银行化解票据资产风险,促进票据市场稳健运行
139,47,从而,票据资产管理业务的创新发展有利于银行化解票据资产风险,提升金融支持和保障经济发展功
139,48,带来,票据资产集中于承兑和贴现业务,信用风险
139,48,带来,票据资产集中于承兑和贴现业务,于降低银行票据资产整体风险
139,79,引发,银证合作票据理财业务再度,新一轮监管
139,95,使得,中小金融机构票据业务快速发展,票据管理效能低下
139,95,使得,人员专业素质不足,票据管理效能低下
139,112,从而,资产管理业务发展对不同类型信贷资产往往不加区分,具有独特市场投资价值的商业银行票据资产管理业务的发展受到限制
139,112,从而,资产管理业务发展对不同类型信贷资产往往不加区分,银行整体资产管理业务的特色品牌不够突出
139,114,由于,单笔票据贴现业务的金额明显小于单笔信贷资产金额,单家分支机构票据资产总规模也不能够完全满足票据理财业务的开展
139,115,使得,不同票据的到期日不同,商业银行票据理财业务在设计上须考虑产品期限问题
139,117,使得,分支机构在发展票据贴现业务方面出于信贷规模调节和,贴现票据集中度不够
139,117,使得,贴现票据的集中管理在客观上存在一定程度的难度,贴现票据集中度不够
139,128,从而,面向企业和机构同业的服务型票据资产管理业务有望获得重点发展,全面提升票据资产管理业务发展更好地支持实体经济
139,128,从而,全社会票据资源得到优化配置,全面提升票据资产管理业务发展更好地支持实体经济
139,159,由于,中小金融机构票据从业人员相对偏少、专业技能欠缺,在纸质票据托管以及票据验证、托收等方面
139,159,由于,票据业务系统,在纸质票据托管以及票据验证、托收等方面
139,164,从而,银行加快电子票据业务的发展,为银行票据资产管理业务创新发展提供更加坚实的基础
139,164,从而,电子票据业务发展可以提高票据集约化经营和资金化运作的效能,为银行票据资产管理业务创新发展提供更加坚实的基础
139,166,由于-从而,电子票据的安全性和信息查询的便捷性,一定实力的票据专营机构开展纸质票据电子化转换业务提供了良机
139,166,由于-从而,部分金融机构存在着纸质票据电子化的转换需求,一定实力的票据专营机构开展纸质票据电子化转换业务提供了良机
139,174,推动,面向企业和同业机构提供票据融资服务,票据市场持续发展的重要内容
139,177,使得,"当前部分银行和企业集团合作发展较好的""票据池""业务",企业票据存量资产向银行经营资产转化
139,177,使得,"当前部分银行和企业集团合作发展较好的""票据池""业务",为企业提供了金融服务支持
139,178,从而,"银行可借助""票据资产证券化",为企业融资和个人投资之间建立通道
139,178,从而,"银行可借助""票据资产证券化",更好促进社会整体资产效益的提升
139,178,从而,"""票据理财业务""等方式促进票据存量资产向投资产品转化",为企业融资和个人投资之间建立通道
139,178,从而,"""票据理财业务""等方式促进票据存量资产向投资产品转化",更好促进社会整体资产效益的提升
140,13,推动,应对全球金融危机,全球金融部门的改革
140,13,推动,应对全球金融危机,国际货币资金组织份额和治理改革形成共识
140,13,推动,应对全球金融危机,实现全球税
140,18,推动,是推动G20加强政策协,经济增长
140,18,推动,是推动G20加强政策协,维持金融稳定
140,21,促进,完善金融市场基础设施,普惠金融的发展
140,41,使,保持外汇储备处于合理正常水平,不平衡因素走向平衡
140,41,使,确保宏观经济政策正确,不平衡因素走向平衡
140,54,使得,国内经济更加健康发展,经济发展转向新的增长模式
140,54,使得,国内经济更加健康发展,更加健康，更加可持续
140,54,使得,国内经济更加健康发展,结构更加优化
140,56,所以,利率信号比较清晰,要逐渐建立利率走廊
140,59,使得,利率偏离中间值过多,它处于合理区间
140,59,使得,中央银行的货币市场操作会给予关注,它处于合理区间
140,68,因为-所以,货物贸易的顺差接近6000亿美元,用参与竞争性贬值来增强中国的出口能力
140,69,促进,全球的总需求管理,全球经济强劲、可持续和平衡增长
140,69,促进,全球的结构性改革,全球经济强劲、可持续和平衡增长
140,77,所以,一篮子货币的变动,一篮子货币
140,84,引发,汇率市场上出现了较大的两轮波动,防范系统性风险
140,88,因此,金融市场各个的不同的市场板块，相互之间是有可能产生相互影响，有时候有共振,每一个项具体的政策调整和变动确实从理论上讲应该事先考虑好对其它市场可能产生的影响和是否有相互增强的共振
140,93,只要,经济总体的基本面是好的,短期波动以后会回归正常
140,102,带来,快速债务扩张,经济的危机
140,116,由于-所以,资本市场还在发育的过程,大量储蓄是走银行系统
140,116,由于-所以,资本市场还在发育的过程,走债券市场
140,125,所以,财富存量比较大,转换为投资时不需要借钱
140,138,使,建立新的指标体系,宏观调控更加审慎
140,143,因此,全球金融危机爆发以来大家发现监管体制有些不令人满意,改革金融监管体制
140,143,因此,某些问题的突发,改革金融监管体制
140,143,因此,某些问题的潜在的发展,改革金融监管体制
140,146,促使,金融市场出现的一些动荡,金融监管体制需要做出调整
140,162,所以,全球化水平提高,大国经济的货币政策的外溢效应开始比较强调
140,175,因为,金融机构出了问题,防止相互冲击和传染
140,175,因为,什么叫安全网,防止相互冲击和传染
140,176,所以,欧元区,欧元区也对于存款保险做了重要的改革
140,190,所以,结构性政策有的是中期才见效,感冒发烧了就想先把发烧降下来
140,198,所以,工具少、目标多,你拿一个工具来评价
140,214,所以,现在还有很多人没有房子,住房贷款按理说应该是有一个大力发展的阶段
140,215,造成,农民工城里找工作也需要租房子或者买房子,住房贷款可能有比较快速的发展
141,1,促进,民营银行常态化设立的实现,民营经济发展
142,1,作用,在社会经济建设中发挥着信用保证、支付结算、资金融通,中小企业融资的重要途径
142,1,作用,在社会经济建设中发挥着信用保证、支付结算、资金融通,银行优化资产负债结构、加强流动性管理的重要手段
142,13,促进,加强商业汇票管理,下调贴现和再贴现利率
142,13,促进,加强商业汇票管理,改进与完善了贴现利率的生成机制
142,17,促成,在票据业务全国范围内推广应用和市场制度建,票据业务快速增长
142,17,促成,票据业务运作机制逐渐成熟,票据业务快速增长
142,17,促成,商业银行票据业务开展的规模化和专业化程度明显上升,票据业务快速增长
142,25,决定,提高商业汇票业务的透明度和时效性,实现电子票据业务的发展
142,25,决定,节省各方交易成本,实现电子票据业务的发展
142,25,决定,促进统一票据市场的形成,实现电子票据业务的发展
143,12,使得,债券信用增级,债券信用评级提高
143,13,从而,中小企业私募债券增信,与各投资主体的要求相对接的行为手段
143,13,从而,提升本身的信用级别,与各投资主体的要求相对接的行为手段
143,22,使,内部信用增级,信用水平提高
143,22,使,通过市场声誉的提高、资产积累的增加、资产结构的优化及经营管理的改,信用水平提高
143,23,使,外部信用增级,自身信用增级
143,23,使,发行私募债券的中小企业依靠金融创新、制度环境及第三方机构等手段,自身信用增级
143,25,由于,中小企业私募债券只能以非公开的方式发行,寻找下一家交易的难度也较大
143,25,由于,较难灵活转让,寻找下一家交易的难度也较大
143,26,导致,债券公司陷入经营管理困境,债券的价值出现下跌
143,26,导致,债券公司陷入经营管理困境,转让的难度将进一步加大
143,26,导致,信用风险加大,债券的价值出现下跌
143,26,导致,信用风险加大,转让的难度将进一步加大
143,31,带来,较高的融资利率,企业融资成本较高
143,33,使得,建立中小企业私募债券增信制度,私募债券年利率降到限度范围的最低值成为可能
143,33,使得,建立中小企业私募债券增信制度,低了中小企业私募债券发行成本
143,36,因,发行方的违约而要承担的损失和风险,增强了投资者投资私募债券的信心
143,37,使得,投资者投资信心的增强,投资者收益增加
143,37,使得,投资者投资信心的增强,了投资者与债券发行者的双赢
143,37,使得,中小企业私募债券的流通性,投资者收益增加
143,37,使得,中小企业私募债券的流通性,了投资者与债券发行者的双赢
143,37,使得,拓宽了中小企业融资渠道,投资者收益增加
143,37,使得,拓宽了中小企业融资渠道,了投资者与债券发行者的双赢
143,39,决定,这些主体在债券增信过程中能否在利益获取方面达成均衡,增信的成功与否
143,43,由于,自身等级较低问题,得到融资机会
143,48,从而,提升市场对中小企业私募债券的需求,解决发行的难题
143,50,造成,信用增级,提高了部分投资者投资中小企业私募债券的信心
143,50,造成,中小企业私募债券高风险,提高了部分投资者投资中小企业私募债券的信心
143,60,作用,建立中小企业私募债券市场信用保障体系,中小企业私募债券的风险降到最低
143,60,作用,建立中小企业私募债券市场信用保障体系,投资者的收益也才能得以稳定
143,60,作用,中小企业私募债券增信制度,中小企业私募债券的风险降到最低
143,60,作用,中小企业私募债券增信制度,投资者的收益也才能得以稳定
143,62,从而,债券增信制度有利于分散市场风险,促进债券市场的发展
143,62,从而,提高债券市场的融资效率,促进债券市场的发展
143,77,因此,市场增信体系不能为发债中小企业其设计一套符合该企业经济效益的增信措施,选择放弃采用增信措施以减轻高昂的成本负担
143,77,因此,中小企业作为市场中“理性的经济人,选择放弃采用增信措施以减轻高昂的成本负担
143,78,引起,中小企业融资之时尚未采用增信措施的现象,市场各类主体的注意与反思
143,94,致使,传统的第三方担保模式存在一定的局限性,传统增信措施一直难以在私募债券市场得以普及与发展
143,116,由于-因此,私募债券总额不能得超过该抵押物自身的价值,抵押物折价现象普遍存在
143,118,导致,同一抵押物的价值不同机构将得到不同的认定,发债成本不一
143,118,导致,同一抵押物的价值不同机构将得到不同的认定,发债风险不确定
143,123,使,我国中小企业私募债券市场还可以继续拓宽现有增信渠道,现有增信体系更立体化与多样化
